symbol,笔数,期望R,总R,最好一笔R,空头占比,去掉最好一笔后总R,最好一笔占比,历史长度,日均成交额,年化波动,全程涨跌,最大回撤,距高点,偏度,rule
ANKRUSDT,9,0.26809188357601393,2.4128269521841252,2.9912329361519587,0.7777777777777778,-0.5784059839678335,1.2397212876970942,1322,7884265.092695,0.8377946217041778,-0.7850383631713556,-0.9513637711236288,-0.9501630595908687,0.10410322366420124,A 密集突破
ARKUSDT,10,0.23703860225432197,2.3703860225432196,2.991915486441165,0.6,-0.6215294638979452,1.26220601116737,1061,7122542.9016,1.088841162948298,-0.8586420734615996,-0.9503351955307262,-0.9503351955307262,1.9115968411107434,A 密集突破
APEUSDT,7,0.3327323307709147,2.329126315396403,2.9914126498848566,0.42857142857142855,-0.6622863344884538,1.2843496851632699,1322,49650070.14965,1.0605911722905645,-0.9680900621118013,-0.9868513212352754,-0.9803724928366763,3.43565949789533,A 密集突破
NMRUSDT,6,0.36678948212952456,2.2007368927771473,2.9891553259735018,0.5,-0.7884184331963544,1.3582520181235458,1150,5541810.9095,1.2292222676766886,-0.40259067357512957,-0.8799847211611918,-0.845855614973262,5.3302707087698105,A 密集突破
TUSDT,9,0.23337588754285113,2.10038298788566,2.9833060223083967,0.5555555555555556,-0.8829230344227366,1.4203628764445129,1291,5712602.86817,0.9313596473025705,-0.9338180389074474,-0.9472819010416667,-0.9451822916666667,2.25383625234665,A 密集突破
MAGICUSDT,5,0.4073505444722173,2.0367527223610864,2.993592478163024,0.4,-0.9568397558019375,1.469786904073819,1298,15105708.184235,1.2492491927893619,-0.965798826349285,-0.9815438134637081,-0.9805471981948101,1.9826558255396498,A 密集突破
C98USDT,6,0.325319214578511,1.951915287471066,2.9901207003729797,0.5,-1.0382054129019138,1.5318906099900627,1322,8643650.043699998,1.0340867379459555,-0.9129861982434128,-0.9745199909645358,-0.9686695278969957,0.4114594576288109,A 密集突破
GRTUSDT,6,0.3248740749225375,1.949244449535225,2.993717467149478,0.3333333333333333,-1.044473017614253,1.5358348040253729,1322,22045720.50172,0.9833987274914805,-0.7605384342897626,-0.9703834677864958,-0.9701182451099569,1.7342210122778874,A 密集突破
GASUSDT,6,0.3209083075876317,1.9254498455257902,2.9874867987575437,0.3333333333333333,-1.0620369532317535,1.5515786119797572,1025,6941888.3947,1.0751485588095657,-0.674547983310153,-0.9581745558055186,-0.9570267664478215,1.8910666951200443,A 密集突破
GLMUSDT,6,0.3202783920760181,1.9216703524561085,2.986450289241077,0.6666666666666666,-1.0647799367849684,1.5540908384333771,905,5992039.08473,0.986845176644462,-0.7607965321051205,-0.877501049391353,-0.8764656499230447,1.4475599896238496,A 密集突破
AXSUSDT,8,0.22583078048964325,1.806646243917146,2.9936216380886056,0.5,-1.1869753941714596,1.6570048775004649,1322,31060053.726499997,0.9838035181541251,-0.8590794052515027,-0.9366530097699338,-0.9298061771194454,1.3166929974927362,A 密集突破
AGLDUSDT,7,0.25557226204937317,1.7890058343456121,2.9919472431319574,0.42857142857142855,-1.2029414087863453,1.6724077617255848,1113,6366980.5359,1.3288607413806914,-0.7838774150566289,-0.9569787338059155,-0.9433599888256452,2.410039882069393,A 密集突破
TNSRUSDT,3,0.5900625665220058,1.7701876995660175,2.605399457881326,0.6666666666666666,-0.8352117583153085,1.471821015658436,859,8071385.70912,2.238328532492453,-0.9804770531400966,-0.9848544755628775,-0.9822460186710599,10.841971336332223,A 密集突破
ZETAUSDT,2,0.8294396376874568,1.6588792753749135,2.6663104151697734,0.5,-1.0074311397948599,1.607296235928426,925,7000108.2111,1.1530471091060213,-0.983649530193309,-0.9899532968043246,-0.9899532968043246,1.7621895232863398,A 密集突破
ETCUSDT,8,0.20313745280140033,1.6250996224112026,2.990948931020573,0.625,-1.3658493086093704,1.8404711254457276,1322,87404013.73361,0.7322228510551164,-0.6064254483239339,-0.837959822593269,-0.837959822593269,0.5893399015966692,A 密集突破
BIGTIMEUSDT,4,0.4033066674620332,1.6132266698481328,2.557675311425518,0.5,-0.9444486415773852,1.5854407562368742,1038,17008409.20025,1.371957715295625,-0.980874857360213,-0.9942333212691519,-0.9939341295693087,2.2124180877147177,A 密集突破
JASMYUSDT,12,0.1307192796212285,1.568631355454742,2.9925463161885504,0.4166666666666667,-1.4239149607338084,1.9077435280012105,1322,20746292.62714,1.1513545292685654,0.19756468797564675,-0.9322693387049568,-0.9322693387049568,1.735695769269919,A 密集突破
POWRUSDT,6,0.2309207189814758,1.3855243138888547,2.9918832402948823,0.5,-1.6063589264060276,2.159387035148694,1023,3714778.5928,0.946976818240493,-0.8460297239915074,-0.962463768115942,-0.962463768115942,1.1288314668012123,A 密集突破
TWTUSDT,9,0.1510177099470522,1.3591593895234697,2.9916272640118744,0.6666666666666666,-1.6324678744884047,2.2010864119923115,1016,4342719.52665,0.7682957360624739,-0.6709761885279437,-0.809397367813438,-0.7678942507504041,0.40761026448652843,A 密集突破
ONEUSDT,9,0.14894327705055688,1.3404894934550118,2.994644820096327,0.3333333333333333,-1.6541553266413151,2.2339935036550367,1322,7519904.047745001,1.0143281586704975,-0.9272549019607843,-0.9845042678923178,-0.9837601225651127,0.05296249187935308,A 密集突破
FLOWUSDT,8,0.14966027751103747,1.1972822200882998,2.990658211428983,0.75,-1.7933759913406833,2.4978723990475875,1322,17081761.4157,0.9189415593278097,-0.9531354642313546,-0.9855103280680437,-0.9812940461725395,0.3442823175056058,A 密集突破
METISUSDT,5,0.2337971620957548,1.168985810478774,2.9935544235610982,0.6,-1.8245686130823242,2.56081331075785,886,4181075.51203,1.0905848148973658,-0.9818665450676395,-0.9821500710705469,-0.9821500710705469,0.3933349858374103,A 密集突破
BANDUSDT,10,0.11485427230258613,1.1485427230258614,2.9924669683023764,0.4,-1.843924245276515,2.605446805164248,1322,6384257.13319,0.9330414019914545,-0.8886355539722124,-0.9496759711813475,-0.9434126208319756,0.5155655105226964,A 密集突破
HBARUSDT,12,0.09218668396024239,1.1062402075229087,2.9932033328742595,0.5,-1.8869631253513508,2.705744478024927,1322,39491297.60261,1.021643124309312,0.733421052631579,-0.8251509161814199,-0.824055772210054,3.9707183446770813,A 密集突破
ONDOUSDT,8,0.12931252257938206,1.0345001806350564,2.9898443417136344,0.25,-1.955344161078578,2.8901341900957775,938,102723677.61706999,1.082867757886039,0.5852713178294573,-0.889830923793188,-0.8396471453075227,1.0917955884550261,A 密集突破
REZUSDT,1,1.0257554567019675,1.0257554567019675,1.0257554567019675,1.0,0.0,1.0,837,11561570.984,1.2929414992836281,-0.9829231730168645,-0.9879097510373444,-0.9858195020746888,0.9425392834077905,A 密集突破
MAVUSDT,3,0.32679395975245634,0.9803818792573691,2.994462254086118,0.3333333333333333,-2.014080374828749,3.0543835187512824,1143,6982483.7389,1.1485347005575581,-0.9780338821283703,-0.9900816070307595,-0.9884419334588826,0.7229857359499409,A 密集突破
TURBOUSDT,3,0.32607167090545186,0.9782150127163556,2.9923978553481096,0.3333333333333333,-2.014182842631754,3.0590389806415588,807,29251937.0896749,1.518658408667157,-0.8704362139917695,-0.9441075294326977,-0.9416461552148513,1.748445476721947,A 密集突破
GALAUSDT,3,0.32552231135401133,0.976566934062034,2.9928305334386405,0.3333333333333333,-2.0162635993766065,3.064644551285338,1322,76961026.458125,1.0845588484491624,-0.9005334914048607,-0.980137731061979,-0.9797269542104627,1.0609996998966404,A 密集突破
ARUSDT,7,0.13588917088435037,0.9512241961904526,2.9927088565210114,0.14285714285714285,-2.0414846603305588,3.146165613223968,1322,19627121.42515,1.1404429543765378,-0.7268154668343288,-0.9681109978574252,-0.9638466498866307,1.024887060126107,A 密集突破
GMTUSDT,7,0.13511265397426886,0.945788577819882,2.9933215704122147,0.42857142857142855,-2.0475329925923327,3.1648950310988733,1322,32067472.988585003,1.004153601449041,-0.9737962577962578,-0.9897428385416667,-0.9897428385416667,0.7224782821248268,A 密集突破
RUNEUSDT,7,0.13440310172143732,0.9408217120500613,2.9912361602022424,0.42857142857142855,-2.050414448152181,3.179386829502802,1322,29204258.4295,1.0244625528066467,-0.6741835147744946,-0.9697266729500471,-0.9605089538171536,-0.09836526783185062,A 密集突破
CHRUSDT,7,0.13421994315604685,0.9395396020923279,2.9915356734693876,0.14285714285714285,-2.0519960713770597,3.184044256151974,1322,7895830.827199999,0.9867897633834918,-0.8734463276836159,-0.9751118340788939,-0.9726718178121188,0.13289081399354402,A 密集突破
RIFUSDT,7,0.1328874924266207,0.9302124469863449,2.9924750545716408,0.2857142857142857,-2.062262607585296,3.2169802331354624,1029,3766138.83077,1.3124839005076792,-0.3231041605193271,-0.9061663947797716,-0.7754649265905383,2.0973614932920652,A 密集突破
ICXUSDT,10,0.09232404464300104,0.9232404464300104,2.99307682577163,0.4,-2.06983637934162,3.241925586498372,1322,5339279.2743,0.84825574787872,-0.8710084033613446,-0.9534024791297748,-0.9534024791297748,0.2679139358115516,A 密集突破
CRVUSDT,11,0.08287856451318386,0.9116642096450225,2.9923605227579992,0.36363636363636365,-2.080696313112977,3.2823055803881385,1322,87579971.91119999,1.0029087036498416,-0.547438330170778,-0.8565799842395587,-0.8120567375886525,0.2898407712603479,A 密集突破
OGNUSDT,11,0.07123252234391328,0.783557745783046,2.990077891237236,0.5454545454545454,-2.20652014545419,3.816027481483334,1322,6900237.927100001,1.010534541199536,-0.8105263157894738,-0.9433086227077643,-0.9367928209129925,2.2282343246525147,A 密集突破
XMRUSDT,14,0.01745369600841053,0.2443517441177474,2.985605320217282,0.2857142857142857,-2.7412535760995347,12.21847354107114,1322,24981197.324249998,0.6656852884948,1.6957429610669537,-0.5876443856662493,-0.4369345920621298,-0.9647882768531651,A 密集突破
CELOUSDT,9,0.016119081681633757,0.1450717351347038,2.9911747967479676,0.5555555555555556,-2.8461030616132637,20.61859116781477,1322,19703711.08915,0.9525043504868691,-0.8747708333333333,-0.9670588235294117,-0.9660011312217195,0.9038889060523703,A 密集突破
HOTUSDT,9,0.005326671069249512,0.04794003962324561,2.991233140655106,0.5555555555555556,-2.9432931010318604,62.3952997152862,1322,6349641.8343345,0.8714105933934195,-0.775974930362117,-0.9347181675275096,-0.9277565686054345,0.45891759369276475,A 密集突破
BLURUSDT,4,-0.00602543361196084,-0.02410173444784336,2.9940629260328557,0.5,-3.018164660480699,,1205,16195241.6773,1.0863371744207024,-0.980911598200029,-0.9837526335357542,-0.9837030610980295,1.1105414474303554,A 密集突破
BOMEUSDT,4,-0.006160982904742929,-0.024643931618971715,2.992719849018256,0.25,-3.0173637806372273,,882,37562816.4982405,1.307288362735259,-0.9619967329681944,-0.9824060728355914,-0.9619967329681944,0.11212175355811546,A 密集突破
ETHWUSDT,4,-0.006692013483140802,-0.026768053932563207,2.9931517187988996,0.25,-3.0199197727314626,,991,2712976.8242,1.0882647183390397,-0.9212579885637403,-0.9619361554476058,-0.9593858431644691,0.9467649695574196,A 密集突破
ILVUSDT,4,-0.00681674072159677,-0.02726696288638708,2.992864441975157,0.25,-3.020131404861544,,1009,4841921.4938,1.0038365905462245,-0.9666909924937448,-0.9817752030896257,-0.9787255293647623,0.7286119862446215,A 密集突破
YGGUSDT,4,-0.007143412867855692,-0.028573651471422767,2.99261054209343,0.25,-3.021184193564853,,1106,13478433.14855,1.2195207399455545,-0.9559790895229797,-0.9897903426976302,-0.9879966739918038,0.5445203997739471,A 密集突破
RSRUSDT,8,-0.007562432454768342,-0.060499459638146735,2.9911986598116815,0.5,-3.0516981194498283,,1322,11616534.43246,1.397888802088287,-0.6008374040474529,-0.9587469581675615,-0.9558113484491483,7.883727981681677,A 密集突破
API3USDT,8,-0.008286128597037756,-0.06628902877630205,2.993353767587504,0.5,-3.059642796363806,,1322,10511999.14481,1.207823101655261,-0.8135375494071146,-0.9597796738308673,-0.9592396587104439,3.1144312943507573,A 密集突破
TLMUSDT,8,-0.008567937881383936,-0.06854350305107149,2.9907783079094146,0.125,-3.059321810960486,,1234,4079996.7385050002,1.1274509196089415,-0.9200503778337531,-0.9736965418137515,-0.9504232919933773,2.7196773209899807,A 密集突破
CELRUSDT,8,-0.00890153929681431,-0.07121231437451447,2.989876306620209,0.25,-3.0610886209947235,,1322,5135933.90803,0.9479899647531008,-0.7924843423799582,-0.9619195046439628,-0.9487100103199174,0.008370056765595227,A 密集突破
1000XECUSDT,8,-0.011481346445923885,-0.09185077156739108,2.9894125534395646,0.375,-3.0812633250069554,,1322,4782859.831695,0.931348538165273,-0.7065610859728506,-0.9386063325853902,-0.9191598105210671,3.94387063898422,A 密集突破
NEOUSDT,7,-0.01819802415851208,-0.12738616910958456,2.9911360242841907,0.7142857142857143,-3.1185221933937752,,1322,17564110.23089,0.8930103287654175,-0.7353677621283254,-0.9362182430364249,-0.9352999693908784,1.5108823654091086,A 密集突破
COMPUSDT,11,-0.05141450177520883,-0.5655595195272971,2.992106791101315,0.45454545454545453,-3.557666310628612,,1322,16433391.868250001,0.9050015670262898,-0.488261421319797,-0.8739097931721904,-0.8660187723232826,1.139099334544153,A 密集突破
LISTAUSDT,5,-0.13746813566991484,-0.6873406783495741,2.993112582781457,0.6,-3.680453261131031,,786,8468342.68055,1.3069000968981928,-0.9168277092314553,-0.9443701085584448,-0.9293738954809392,1.4999015347897215,A 密集突破
AUCTIONUSDT,8,-0.09879704264877043,-0.7903763411901634,2.9909407943123316,0.5,-3.781317135502495,,974,11515474.945085,1.2222222503555868,-0.8998223801065719,-0.9452448448603937,-0.9452448448603937,0.9405568722370748,A 密集突破
GMXUSDT,12,-0.06867180376356478,-0.8240616451627774,2.9920441889505125,0.5833333333333334,-3.81610583411329,,1275,7226720.70358,0.8765097739841516,-0.9191072731695451,-0.9408647922034278,-0.9254956872409544,0.3153420515191533,A 密集突破
ARPAUSDT,10,-0.09762036526712252,-0.9762036526712252,2.988746707040121,0.4,-3.964950359711346,,1322,6628525.47933,1.0558433584259561,-0.6829323308270676,-0.9328083989501312,-0.9262117235345582,2.409976764463021,A 密集突破
ACEUSDT,1,-1.0054139777545668,-1.0054139777545668,-1.0054139777545668,1.0,-1.0054139777545668,,971,7347945.822764,1.4149099514999004,-0.9817699229623875,-0.9959085743969351,-0.9835433914483296,3.827171106934438,A 密集突破
XAIUSDT,1,-1.006247713226205,-1.006247713226205,-1.006247713226205,0.0,-1.006247713226205,,949,14158409.84946,1.2072303324270621,-0.9889593739593739,-0.9961299379693112,-0.9956702579170748,0.7155013299326894,A 密集突破
ALTUSDT,1,-1.006747215801639,-1.006747215801639,-1.006747215801639,0.0,-1.006747215801639,,933,13400340.03177,1.1363421300342793,-0.9817055755619024,-0.991560915609156,-0.991160411604116,0.37591218407214316,A 密集突破
DYMUSDT,1,-1.0067976390484423,-1.0067976390484423,-1.0067976390484423,0.0,-1.0067976390484423,,920,8815154.51315,1.3285865957514036,-0.9974646658523818,-0.9984421382888862,-0.9982466513816821,1.9177309482962006,A 密集突破
AEVOUSDT,1,-1.0071413804306093,-1.0071413804306093,-1.0071413804306093,0.0,-1.0071413804306093,,885,9208007.74261,1.179192790989905,-0.993984520123839,-0.9952921628357796,-0.994619219052894,0.4777115366699949,A 密集突破
MANTAUSDT,1,-1.0090839198700596,-1.0090839198700596,-1.0090839198700596,1.0,-1.0090839198700596,,940,12548348.3528,1.1062236775447154,-0.973829924451815,-0.9857654772796585,-0.9855621632611569,-0.10377120068561034,A 密集突破
WOOUSDT,8,-0.12739917219894875,-1.01919337759159,2.990436413216039,0.5,-4.0096297908076295,,1322,8896104.26265,1.038661123125021,-0.9163273453093812,-0.9828500360018328,-0.9828500360018328,0.12293037574889441,A 密集突破
ETHFIUSDT,5,-0.20720309662195277,-1.0360154831097639,2.9902334330910647,0.2,-4.026248916200829,,880,60625017.055095,1.309956606441644,-0.8560858424087123,-0.9638885386458202,-0.9433488841255832,1.2819177137544338,A 密集突破
RONINUSDT,5,-0.2073128949788888,-1.036564474894444,2.993213884206879,0.6,-4.029778359101323,,921,4205443.33284,0.9449850504870034,-0.9818955732122588,-0.9893849296413981,-0.9891398093508852,1.0160166623033204,A 密集突破
BICOUSDT,5,-0.20871763899894877,-1.0435881949947439,2.9923972494645477,0.2,-4.035985444459292,,1052,3837992.96345,1.347130708386574,-0.9025272161741835,-0.9877334191886671,-0.9730950847821421,3.138753870656662,A 密集突破
ONGUSDT,5,-0.2102395574450185,-1.0511977872250924,2.9898353454420015,0.4,-4.041033132667094,,992,3035121.184685,0.9176630831044224,-0.895757436015679,-0.9452698687125183,-0.938935112647901,1.561841117311179,A 密集突破
UMAUSDT,10,-0.15545242879769877,-1.5545242879769878,2.98946420890937,0.7,-4.543988496886358,,1193,7073773.718,1.0977819235000925,-0.8731203739774056,-0.9442787794729542,-0.9435332871012483,5.2891105231362685,A 密集突破
MOVRUSDT,4,-0.3940866336556213,-1.5763465346224852,1.4473077811370243,0.5,-3.0236543157595097,,963,4408645.84946,1.3051930383328554,-0.9737762237762237,-0.9737762237762237,-0.9737762237762237,4.561232525068422,A 密集突破
SPELLUSDT,9,-0.18134061772706536,-1.6320655595435882,2.9886731898238748,0.4444444444444444,-4.620738749367463,,1322,5680024.26243515,1.0726099040512345,-0.8528252299605782,-0.95620772669953,-0.9550613321105125,2.9846835846802446,A 密集突破
LUNA2USDT,5,-0.3431135320465435,-1.7155676602327175,2.315843028049028,0.4,-4.0314106882817455,,1322,12396483.87555,1.10145573995932,-0.96685651868612,-0.9824655269911697,-0.9815215972856584,2.568531307381824,A 密集突破
PYTHUSDT,6,-0.29016226669470174,-1.7409736001682103,2.9925367594952776,0.3333333333333333,-4.733510359663488,,997,22511674.9475,1.2231749438466046,-0.906887573964497,-0.9717589220684633,-0.9641842680262199,3.975521267728549,A 密集突破
WUSDT,2,-1.0069461623378337,-2.0138923246756675,-1.0058418598982297,0.0,-2.0138923246756675,,864,20005368.229354,1.1266110427393947,-0.993720397249809,-0.9939419404125287,-0.993720397249809,0.11322927107678438,A 密集突破
ZKUSDT,2,-1.0075303246705305,-2.015060649341061,-1.0058575772832343,1.0,-2.015060649341061,,789,15652381.74312,1.1924204422575584,-0.964868544600939,-0.9724942791762013,-0.9714607170099161,2.7704821231274055,A 密集突破
DUSKUSDT,6,-0.3420070914219256,-2.0520425485315537,2.9923457943925236,0.5,-5.044388342924077,,1322,7930316.352645,1.2253632485020522,-0.25085574572127134,-0.9407510387703458,-0.904276922115655,1.5348301886723195,A 密集突破
JTOUSDT,6,-0.3422732318128059,-2.0536393908768353,2.9941578283311037,0.5,-5.047797219207939,,981,37514560.4741,1.2304115880579058,-0.8409090909090909,-0.9514272842691567,-0.8831756563050334,0.8184211974598065,A 密集突破
ZROUSDT,6,-0.34256753572747006,-2.0554052143648205,2.990816570881226,0.5,-5.046221785246047,,786,30386533.31125,1.113926995611078,-0.7682877111240536,-0.9005496416892785,-0.8892785083142002,0.7424122756614302,A 密集突破
STEEMUSDT,6,-0.3444581783841684,-2.0667490703050104,2.988031204432779,0.5,-5.054780274737789,,1011,2558387.481,0.857537466961097,-0.8765371024734983,-0.9036934950385888,-0.9036934950385888,1.8975327101054726,A 密集突破
TRBUSDT,10,-0.2080625224112719,-2.080625224112719,2.9909153744107932,0.5,-5.071540598523512,,1322,30731357.900399998,1.3076623799003564,0.09744224422442249,-0.9508138058409327,-0.9488206548924545,1.8203030964838631,A 密集突破
IOTAUSDT,10,-0.20994286014121039,-2.0994286014121037,2.9936980132450333,0.4,-5.0931266146571375,,1322,10346102.55603,0.8855798238321786,-0.8070971495055265,-0.9354617094362497,-0.9329965649626187,1.41439961736558,A 密集突破
