symbol,笔数,期望R,总R,最好一笔R,空头占比,去掉最好一笔后总R,最好一笔占比,历史长度,日均成交额,年化波动,全程涨跌,最大回撤,距高点,偏度,rule
GTCUSDT,7,0.820570835122896,5.743995845860272,2.9932385406922357,0.42857142857142855,2.750757305168036,0.5211073651540815,1322,7414217.7919,1.0707750766063577,-0.9353307984790874,-0.9728542009884679,-0.9649752883031302,2.042794144855609,A 密集突破
AXLUSDT,6,0.880220256664098,5.281321539984588,2.991726481020513,0.5,2.289595058964075,0.5664730803398961,897,8134723.929513,1.158366990834731,-0.9819755961723458,-0.9850936392778809,-0.9849839716551375,1.503368454485861,A 密集突破
AVAXUSDT,10,0.5161962095640925,5.161962095640925,2.9918916420453523,0.2,2.170070453595573,0.5796035667468166,1322,220123345.986,0.8699347696270143,-0.4038674033149171,-0.902959008830895,-0.8933372874654013,0.29203380784132704,A 密集突破
SUPERUSDT,3,1.6591799464656152,4.9775398393968455,2.994227545326542,1.0,1.9833122940703034,0.6015476805685132,993,9751264.9038,1.1383971382347604,-0.7981835564053537,-0.9625950679880156,-0.9610785895367596,0.7609259175050482,A 密集突破
KSMUSDT,7,0.706247016775281,4.943729117426967,2.992556451612902,0.42857142857142855,1.951172665814065,0.6053237102057121,1322,7739786.69335,1.055655729866574,-0.871969696969697,-0.9522383092028623,-0.9521883840905309,6.221428286145063,A 密集突破
ENJUSDT,7,0.7060851932424094,4.9425963526968655,2.992450894291528,0.42857142857142855,1.9501454584053373,0.6054410841497779,1322,9804782.32978,1.0054826304367588,-0.899135446685879,-0.9733494485571839,-0.9629853452183109,1.2731908356739763,A 密集突破
ATOMUSDT,9,0.5448587420917284,4.903728678825555,2.9914857107355863,0.5555555555555556,1.9122429680899686,0.610043072662831,1322,56883357.58292,0.7407365276001256,-0.8402961396086727,-0.919350580781415,-0.9003431890179514,0.01916346309870304,A 密集突破
COTIUSDT,15,0.32438248065133796,4.865737209770069,2.9911825337165596,0.5333333333333333,1.8745546760535094,0.6147439544639749,1322,9108185.824275,1.209269926479031,-0.7940971550222566,-0.973202614379085,-0.9604909387997623,2.253426312827233,A 密集突破
LINKUSDT,10,0.457968492972655,4.57968492972655,2.9898770694576595,0.5,1.5898078602688908,0.6528564989374024,1322,225446827.94814998,0.8261046222920815,0.5936722360469249,-0.7540417677820692,-0.6935434255050074,0.6360759615797013,A 密集突破
LPTUSDT,8,0.5630567825139035,4.504454260111228,2.9912665598014376,0.5,1.51318770030979,0.6640685834664408,1322,14307597.89325,1.3404826685548894,-0.7382667539838463,-0.9565616846128404,-0.9559369372680167,4.941602997489681,A 密集突破
