family,label,sharpe,ret,maxdd,calmar,expo,trades,sharpe_is,sharpe_oos,ret_oos
ROC,ROC(15)>0,0.4005399915273881,0.221551246020794,-0.3607578571707646,0.22081470415568327,0.5110178384050367,62,1.0889415667542286,-0.9630725622631892,-0.249360792204258
ROC,ROC(20)>0,0.40143469700707896,0.22136532997202907,-0.3387030066690949,0.2350073661985929,0.49527806925498424,56,1.0593798211375407,-1.0067324223176553,-0.23998345141498978
ROC,ROC(25)>0,0.3726997319605203,0.19473137622063752,-0.3816547429786964,0.18477309678451442,0.5015739769150053,51,1.1494307865057722,-1.4245450578997045,-0.30258417242568003
ROC,ROC(30)>0,0.40784906029464024,0.23043334037619623,-0.3608580167535198,0.22906689946137695,0.5236096537250787,48,0.9546026185782713,-0.7624237254719431,-0.19785535428777123
ROC,ROC(35)>0,0.7612663764333794,0.6487244034925965,-0.30455148080432304,0.693039972537555,0.5330535152151101,33,1.4242185382572874,-0.6089059677180177,-0.16898889300303277
ROC,ROC(40)>0,0.471670717611444,0.29703140404634376,-0.430779961964882,0.24314083028291403,0.5309548793284365,36,1.006131753526341,-0.6834891039825067,-0.17890942547669575
ROC,ROC(45)>0,0.4988716837920271,0.3246036184011365,-0.36143583388316713,0.3145135443423126,0.5057712486883525,36,0.8785766758799881,-0.30907160794698063,-0.09767449946317497
ROC,ROC(50)>0,0.3327016727770593,0.15581608606253416,-0.3649748028753561,0.15625161334610638,0.49842602308499473,31,1.0265692221417324,-1.1410790168198106,-0.2686921426940464
ROC,ROC(55)>0,0.296397063649588,0.12232781823572858,-0.4988845640216004,0.09058527219138053,0.48898216159496327,34,0.5662674213625439,-0.31669401239804595,-0.09209002933316968
ROC,ROC(60)>0,0.246602793369479,0.07944791317819289,-0.36546294136416546,0.08130292434927552,0.46589716684155297,26,0.6534809226057027,-0.6145373755093846,-0.15972395805191697
ROC,ROC(65)>0,0.28480402647316894,0.1123016320470005,-0.3057421644770373,0.13608058347624333,0.4522560335781742,17,0.7951670826666032,-0.7828408067676677,-0.19102080240899044
ROC,ROC(70)>0,0.38980937504054486,0.20213585824877423,-0.25443026318688555,0.2871347506809224,0.43441762854144805,21,0.8364922652959658,-0.6159296730510349,-0.1413868155629392
ROC,ROC(75)>0,0.6968396284116756,0.5206139736407507,-0.23246283173233562,0.7490342869107831,0.4438614900314795,17,1.211517916871075,-0.5068883733581006,-0.1160886773153802
ROC,ROC(80)>0,0.25844117531026517,0.0913676626589579,-0.28955082269039656,0.11760765451891324,0.440713536201469,14,0.7473419476483283,-0.8675997197083345,-0.18183236202974762
ROC,ROC(85)>0,0.41328127218567645,0.2201820464808204,-0.22046509426069238,0.35922687605138737,0.44491080797481636,15,0.7706373106912336,-0.3558044103212887,-0.09277436303443987
ROC,ROC(90)>0,0.30990652748947467,0.13285093847220142,-0.2476013649107548,0.19763281903499108,0.4491080797481637,14,0.6854130688817235,-0.5313246958679363,-0.124355656244171
ROC,ROC(95)>0,0.06458667148791249,-0.0502736490136555,-0.2903362466541145,-0.06737656823474206,0.4333683105981112,14,0.43524697468127527,-0.7420450899719545,-0.16850418652438148
ROC,ROC(100)>0,0.066621771616849,-0.0447839702075673,-0.3012426044915898,-0.057744735068866286,0.42077649527806926,13,0.47402557994921135,-0.7980628195390034,-0.17701108019659273
ROC,ROC(105)>0,-0.02136703747410655,-0.10436993192416277,-0.38056506839357707,-0.10862433538017835,0.41133263378803775,18,0.2668842148896691,-0.6621421340045228,-0.1499518128372458
ROC,ROC(110)>0,-0.09782752485115302,-0.15116974771486535,-0.39144446388511933,-0.15543139850326568,0.4092339979013641,18,0.2285443134033938,-0.8161741595480184,-0.17974573804651006
ROC,ROC(115)>0,0.2951433189336717,0.12073779174350752,-0.2520114530857799,0.177072185347964,0.41343126967471144,13,0.683234626581503,-0.54319797406649,-0.1294881333458433
ROC,ROC(120)>0,0.3814014861722416,0.19223603230034514,-0.27489340040608856,0.2534168501486884,0.4155299055613851,13,0.5602529286947141,0.0019283009260756176,-0.01873416735357225
ROC,ROC(125)>0,0.4404894032916482,0.24500002645270103,-0.25960039730331286,0.3372561622889996,0.41867785939139557,8,0.7217010835799668,-0.1601613286347729,-0.05325601289788673
ROC,ROC(130)>0,0.2930813878512532,0.11932767866832039,-0.26479784996436084,0.1666200347071281,0.4228751311647429,12,0.5024460218235944,-0.17768780483243668,-0.05428637743924836
ADX+DI,DI(10),0.47943875447945083,0.30236361392867606,-0.3606112547295489,0.2952693923760966,0.4900314795383001,56,0.9983979685130434,-0.5170235019716818,-0.15826766199822362
ADX+DI,DI(12),0.5694127849261885,0.39080103587170023,-0.32694585048220026,0.41191166112096395,0.4837355718782791,49,1.3242437348312104,-0.8084092355738254,-0.22306766744948325
ADX+DI,DI(14),0.8225234418484391,0.6904464486492325,-0.27724701245387307,0.8033042761096693,0.47429171038824763,40,1.5366802623209104,-0.5343078049657709,-0.15497100369480787
