tf,name,n,ann_factor,total_return,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,exposure,turnover_ann,trades,profit_factor,avg_win,avg_loss,t_stat
4h,VI(14) long/short,5725,2190.0,-0.0029770931685738633,-0.001139884060040175,0.46867002817024445,0.2314143747440944,0.3339218722656917,-0.5184600364328849,-0.002198595802837224,0.33164983164983164,0.9973799126637555,454.0663755458515,594,1.0503039078121639,0.027185724155360684,-0.01284403983974902,0.3741588487037711
4h,VI(14) long only,5725,2190.0,0.3745571768871483,0.12941044459861262,0.322506334937339,0.538237887527895,0.5688619584094778,-0.4109572864413803,0.31489998807229314,0.36363636363636365,0.5177292576419213,227.2244541484716,297,1.283044891851848,0.027916782264517163,-0.012433272685627538,0.870241827236907
4h,VI(21) long/short,5725,2190.0,-0.2693887923022992,-0.11313900049851444,0.46799577941812104,-0.022745583888191277,-0.0321312839340215,-0.6707359942342241,-0.1686788862847366,0.3367768595041322,0.9961572052401747,369.9091703056768,484,0.9840494034738784,0.02732814830993321,-0.014101843009107098,-0.036775854957635364
4h,VI(21) long only,5725,2190.0,0.21685568346978434,0.07797015698228993,0.3157033053011568,0.3955026278529955,0.4131833569211453,-0.49636334061359877,0.15708282744230084,0.3884297520661157,0.5179039301310043,185.14585152838427,242,1.2421392181138775,0.026778926904107114,-0.013692698137202435,0.639462470991419
4h,VI(34) long/short,5725,2190.0,-0.6114992487069449,-0.30348746021289996,0.4678289971632616,-0.5390257399375898,-0.7400769463267054,-0.7856073195814748,-0.38630935920324694,0.30512820512820515,0.993886462882096,297.99301310043666,390,0.8323455960160501,0.02900910975868475,-0.015304120824670189,-0.8715156545472711
4h,VI(34) long only,5725,2190.0,-0.1154120393899859,-0.04582793547610364,0.3063943855878769,0.00012995764322275388,0.00013135341395292265,-0.5316480759784092,-0.08619975797291282,0.3641025641025641,0.5158078602620088,149.1877729257642,195,1.0724105930323384,0.029325858942088806,-0.0156576402192102,0.00021012005940534997
4h,VI(14) band .04 L/S,5725,2190.0,0.04998717879125558,0.018834334740828407,0.46861889349387387,0.2736209449091973,0.3949736634183818,-0.5255103208930841,0.03584008532662155,0.3391959798994975,0.9973799126637555,304.1135371179039,398,1.06891426976741,0.03591229379354645,-0.01724559927560356,0.44239990640890753
4h,VI(14) proportional,5725,2190.0,-0.04284378815929135,-0.01661108917920484,0.4180662214966577,0.16853619681936538,0.2336363826293598,-0.518540872818178,-0.03203429093048443,0.27104377104377103,0.9973799126637555,418.4815576898378,594,1.039499965392248,0.02595903572307419,-0.009285430774385399,0.27249521312830705
4h,VI(14) + ER>0.3,5725,2190.0,-0.5325913344309577,-0.25243632072436484,0.28613048178691836,-0.8737764787847239,-0.778063915989069,-0.6461083448163245,-0.39070277105943796,0.3341772151898734,0.32768558951965066,301.8183406113537,395,0.8411718683028038,0.01725122245959954,-0.010293268898950735,-1.4127523481981556
4h,VI(14) contrarian,5725,2190.0,-0.44224040519577335,-0.2001515777654682,0.29581153493775697,-0.6065807961076585,-0.5061364462504532,-0.5641623725405245,-0.3547765457383301,0.5677083333333334,0.37222707423580786,293.7851528384279,384,0.91161989627194,0.011365110897413813,-0.016372247007033467,-0.9807410303203313
