tf,n,mode,band,sharpe_full,ret_full,dd_full,trades,expo,sharpe_is,ret_is,dd_is,sharpe_oos,ret_oos,dd_oos
4h,6,ls,0.0,-1.2658670589096699,-0.8411016955801172,-0.8817751220957462,944,0.9986026200873362,-1.0187365390849143,-0.6222994003973282,-0.7082076401316477,-1.7011736611494241,-0.5793008944464537,-0.6546947309961209
4h,6,ls,0.02,-1.0595574211401833,-0.7952851918378656,-0.8491019031412013,852,0.9987772925764192,-0.8382473676309327,-0.5663258323385814,-0.6996243677741316,-1.4482361435535822,-0.5279524965343101,-0.6179484692712369
4h,6,ls,0.04,-1.1011295771193366,-0.8054654071093355,-0.8471778244863312,806,0.9987772925764192,-1.01538970041644,-0.6212656604015674,-0.730947146379948,-1.2623775244859672,-0.4863560745589439,-0.5736217153482472
4h,6,ls,0.06,-0.9542997163780222,-0.7671964760881598,-0.8202006174151419,754,0.9987772925764192,-0.9163377024907663,-0.5916867051272678,-0.7075061818639677,-1.0330560413709728,-0.4298409411714046,-0.5286345821898406
4h,6,long_only,0.0,-0.5504060909175558,-0.4349869286093966,-0.5985527248671041,472,0.5187772925764192,0.3064627843698806,0.07206312810565696,-0.3651452695541386,-2.0920191584820773,-0.4729666037586906,-0.5357448883775808
4h,6,long_only,0.02,-0.39241381241852236,-0.35762127606988336,-0.5527724716738027,426,0.5222707423580786,0.4417594173317546,0.14910393790398513,-0.3347711942575782,-1.8825998533448647,-0.4409742210945339,-0.5186157899077914
4h,6,long_only,0.04,-0.426228410253309,-0.3729412467569341,-0.5443853612055967,403,0.5240174672489083,0.3107941182272836,0.0745067079276005,-0.35996408664247537,-1.7543503786932664,-0.4164217416078554,-0.490730023997233
4h,6,long_only,0.06,-0.3149529251868134,-0.3137843062484822,-0.5047095179680645,377,0.5266375545851528,0.385556761590947,0.11627777106814863,-0.3360983647104915,-1.5687051154384755,-0.3852643924863889,-0.46367277435748744
4h,8,ls,0.0,-1.25225372964351,-0.8383906654117957,-0.8820538764555463,788,0.9984279475982533,-1.1184528838718522,-0.6497396489418514,-0.6813765089107501,-1.4959660487324236,-0.5386022594336599,-0.667916174628356
4h,8,ls,0.02,-1.1164792933829022,-0.8090870099207907,-0.8753492078575082,698,0.9984279475982533,-1.1685315121501056,-0.6628637930903243,-0.734359760442413,-1.0460698782149225,-0.43372148654932785,-0.5875335461174946
4h,8,ls,0.04,-0.8929966488324547,-0.7488863656869114,-0.8128722237255984,636,0.9984279475982533,-0.9414787261330055,-0.5989456668931497,-0.6466464811731342,-0.825164475025954,-0.3738662979457523,-0.5444771973552089
4h,8,ls,0.06,-0.756962889145609,-0.703422475542825,-0.7724175190796032,592,0.9984279475982533,-0.9329295109637757,-0.596426493532149,-0.6419743805478381,-0.47302600378570986,-0.2651214222338917,-0.43744457156024974
4h,8,long_only,0.0,-0.5572683494895877,-0.443193741015684,-0.6456913157336981,394,0.5292576419213973,0.1886828120542414,0.007887772737841248,-0.37716715419697133,-1.9078977904388428,-0.4475513305694744,-0.5267494236762125
4h,8,long_only,0.02,-0.45737231347925683,-0.3942750780111066,-0.5874525617022159,349,0.5276855895196506,0.15255368077629575,-0.010570168810339342,-0.367917057657286,-1.5623040062135618,-0.3878040636185476,-0.46903448599881026
4h,8,long_only,0.04,-0.2888414513404358,-0.30585772346707385,-0.5301926258923664,318,0.531353711790393,0.31877522603448155,0.07859927702895142,-0.35599151690156994,-1.3838438788263066,-0.35644099591372713,-0.44196612235960886
4h,8,long_only,0.06,-0.18728471071667804,-0.24554889071267094,-0.5102928008290132,296,0.531528384279476,0.3253220034997422,0.0822975687262597,-0.38889873454078383,-1.1057811347755087,-0.30291711717025194,-0.3782186362482244
4h,10,ls,0.0,-0.22823711207220346,-0.432882064967673,-0.6928894335203064,646,0.9980786026200873,-0.4331577460907568,-0.4089663255666056,-0.5616837071482566,0.11282891445198201,-0.040464258528070673,-0.37536545410166877
4h,10,ls,0.02,-0.33574082196489774,-0.5030189713779425,-0.6929276324270713,588,0.9980786026200873,-0.559009122440521,-0.46335639905066917,-0.5389109903370639,0.034713394402366,-0.0739085908359075,-0.4066350712461473
4h,10,ls,0.04,-0.16056412316163754,-0.38376146162934854,-0.6798111254425594,532,0.9980786026200873,-0.3411543540677882,-0.36593568341765526,-0.5343069759565711,0.14081367574038098,-0.02811351742324275,-0.39961336643641954
4h,10,ls,0.06,-0.328357035972043,-0.4984311461822568,-0.7039971756819354,506,0.9980786026200873,-0.4392789981660595,-0.4118049897724939,-0.5572286940337168,-0.14684777941917468,-0.14727455164276027,-0.41613737149787744
4h,10,long_only,0.0,0.20462840078991726,0.03879653355626811,-0.41615716947903336,323,0.5262882096069869,0.6802917312398781,0.30533135291331326,-0.3602823158559545,-0.6419006651362805,-0.20418939510047263,-0.3423214104544404
4h,10,long_only,0.02,0.1251450808502781,-0.02781243176400794,-0.4282424395751414,294,0.5278602620087336,0.5901984132859491,0.2443451797873355,-0.3330285707030507,-0.6962712840758554,-0.218715526826616,-0.34135987706599846
4h,10,long_only,0.04,0.25397294962895345,0.08213894691075652,-0.4254560893004996,266,0.525938864628821,0.7485530170581899,0.35260168726170615,-0.3319209978143499,-0.6122956238079035,-0.19995741754432916,-0.32737778231262504
4h,10,long_only,0.06,0.12976252751880765,-0.025048269232086584,-0.4479793751680846,253,0.5283842794759825,0.6742819497283259,0.3016879442836322,-0.3542888986221613,-0.825155617605166,-0.2510096332616314,-0.34771401292265114
4h,12,ls,0.0,-0.0508587295939427,-0.29489446189384116,-0.6437101688368754,614,0.9977292576419214,-0.030176187878083568,-0.19571048660700585,-0.4857565447018799,-0.08646284993106298,-0.12331874733566228,-0.34507653111824577
4h,12,ls,0.02,0.1844355251807989,-0.05900198917240751,-0.6377132093957856,532,0.9977292576419214,0.17461481878340418,-0.05930153682940731,-0.5082535545151773,0.20383691833547457,0.00031843111127471957,-0.3018120707454548
4h,12,ls,0.04,0.4368388131379286,0.2822263111982275,-0.6106520775236286,450,0.9977292576419214,0.49754268733490903,0.2041548788051546,-0.5027869993631982,0.3414616691156818,0.06483504220864367,-0.3041633615191339
4h,12,ls,0.06,0.664572751492502,0.6947614268367586,-0.5865609816319783,402,0.9977292576419214,0.5970575930183154,0.299246849397087,-0.4949705444290071,0.7885341345629114,0.30441834638522436,-0.2712362524236953
4h,12,long_only,0.0,0.3349577289472061,0.15803001326355237,-0.4159002730897574,307,0.5241921397379913,0.9675254883606724,0.525896683830448,-0.30953545767762025,-0.7734695482738622,-0.24108229244161117,-0.3266280559231284
4h,12,long_only,0.02,0.5069345323803727,0.3387572809264112,-0.3894208528133163,266,0.525938864628821,1.1171943190336884,0.6511016038939166,-0.3248647391984464,-0.5576110268027626,-0.1891732902632297,-0.27216734221659644
4h,12,long_only,0.04,0.6896532130227289,0.5622622830262729,-0.36059780214248727,225,0.5233187772925764,1.3447973458377915,0.8669667167069386,-0.33265324578065536,-0.4558193494935425,-0.16320828376529184,-0.25145425577467706
4h,12,long_only,0.06,0.862952744096157,0.8004254598309357,-0.3304688072918903,201,0.5205240174672489,1.4226618625976302,0.9408561932117707,-0.3304688072918903,-0.12215031248756618,-0.07235504303306928,-0.17273509329703374
4h,14,ls,0.0,0.2314143747440944,-0.0029770931685738633,-0.5184600364328849,594,0.9973799126637555,0.5677036965670319,0.27067068912214065,-0.43801856598385047,-0.3312279567607646,-0.21535696434437535,-0.37569376873739624
4h,14,ls,0.02,0.4456341355971077,0.29634319815219,-0.5077888049922747,480,0.9973799126637555,0.9158747165320789,0.6577945256912796,-0.4404915961331175,-0.3387175596721349,-0.2180314399267117,-0.36794019015264234
4h,14,ls,0.04,0.2736209449091973,0.04998717879125558,-0.5255103208930841,398,0.9973799126637555,0.6376400608722687,0.34037970961840647,-0.4453667418933557,-0.3345636274404488,-0.21664945294481142,-0.4066463548600022
4h,14,ls,0.06,0.008116739650170235,-0.24194525375521847,-0.6034680258051794,366,0.9973799126637555,0.3597185543338683,0.08370464104344433,-0.43927246343618764,-0.5831107552810783,-0.30049690890417446,-0.4053191494573174
4h,14,long_only,0.0,0.538237887527895,0.3745571768871483,-0.4109572864413803,297,0.5177292576419213,1.3745911806157258,0.9088446837977631,-0.3087455631176472,-0.9938898747305506,-0.27990098484473,-0.34932695880643616
4h,14,long_only,0.02,0.6934884757211811,0.5670523675499957,-0.39339423332808854,240,0.519825327510917,1.6263912780429624,1.1817377595060972,-0.3062494644212478,-0.9886878945421185,-0.2817411896905758,-0.3383834712493794
4h,14,long_only,0.04,0.5711158980118564,0.4120440215602328,-0.41233017083839163,199,0.5165065502183406,1.4404254268712766,0.9647558100726721,-0.3301266446530491,-0.9815994532998741,-0.2813132225790421,-0.3389575266566396
4h,14,long_only,0.06,0.37686660236573294,0.1994484767442659,-0.470750183181767,183,0.5173799126637555,1.2463764939201611,0.7679572005935791,-0.33801479380649246,-1.1563990334399312,-0.3215624923829833,-0.375978490026719
4h,16,ls,0.0,0.1332141350453895,-0.11567153988165635,-0.5997741004577912,568,0.9970305676855895,0.7154873929270903,0.4219711960072332,-0.36459799336031207,-0.8445816621677156,-0.37809678381569556,-0.4381239335687356
4h,16,ls,0.02,0.06148609795391133,-0.18996340163069647,-0.637852060853986,458,0.9970305676855895,0.6805208461420548,0.38454273955879503,-0.40111626579721404,-0.9781548943454683,-0.41494287231073157,-0.5078325049404652
4h,16,ls,0.04,0.19293769975325528,-0.04845623560272627,-0.5433575935325485,374,0.9970305676855895,0.6920213800389688,0.3966683920975147,-0.37716817261674596,-0.6438258537843361,-0.3187045903084774,-0.46466892242345603
4h,16,ls,0.06,-0.14581523306435493,-0.3715176742559402,-0.6845772709881142,336,0.9970305676855895,0.5290405990325663,0.23344048286253694,-0.39958609133677636,-1.2826343370877586,-0.4904640033498069,-0.580684177522474
4h,16,long_only,0.0,0.48590741995426423,0.31569164641317937,-0.461834994739296,284,0.5215720524017468,1.5153381093662162,1.055449384951554,-0.282012916238808,-1.3666192160771509,-0.3599007321485599,-0.43045723531073077
4h,16,long_only,0.02,0.43390169637705567,0.2591216061335948,-0.49111615811380704,229,0.5241921397379913,1.4962016163578806,1.0295874847857291,-0.30899234000489173,-1.4541241317151883,-0.3796169834647318,-0.4421357007632659
4h,16,long_only,0.04,0.5263535741710424,0.362657902557046,-0.42901731742855,187,0.5238427947598253,1.4978803142579609,1.0367127932597393,-0.2698984590545247,-1.1934905702225473,-0.3309523526996029,-0.4008584140492747
4h,16,long_only,0.06,0.28285894977361514,0.1078799724121724,-0.5192882985050613,168,0.5219213973799126,1.388339314280605,0.9155503016587887,-0.3012565528643244,-1.6630228161742484,-0.4216387993294697,-0.4820694035464975
4h,18,ls,0.0,-0.5727078320128458,-0.6275816395640199,-0.7969195312600368,530,0.9966812227074235,-0.0030984288701869354,-0.17845140384723335,-0.541820996558982,-1.539010812946373,-0.5466873631335013,-0.5780140747037548
4h,18,ls,0.02,-0.3702629694636393,-0.5227323710531346,-0.7478989766100761,412,0.9965065502183406,-0.002234437512104005,-0.17785082024293963,-0.5558515921920872,-0.9947262807114736,-0.4194878001485147,-0.52666465037317
4h,18,ls,0.04,-0.418876943527942,-0.5502510565584916,-0.7336095610457412,364,0.9965065502183406,0.09170558983726712,-0.11671260966605634,-0.4649241324144219,-1.2839426873213122,-0.4908237699720013,-0.54854467343566
4h,18,ls,0.06,-0.2685407876417319,-0.45942082471168866,-0.7839208785830785,302,0.9961572052401747,0.5791198406753579,0.2812363799204516,-0.48257730916643793,-1.6969806510950205,-0.5780800609783859,-0.6216022205145935
4h,18,long_only,0.0,-0.009639203668429144,-0.1346337773344245,-0.5967305239277653,265,0.5227947598253275,1.0392619811198933,0.585241631945449,-0.3448387708230688,-1.8687168574903992,-0.4541108401224768,-0.5082557988698583
4h,18,long_only,0.02,0.1344181715895028,-0.021591593291899636,-0.5588128726668822,206,0.5206986899563318,1.0368849453318665,0.5819392133239045,-0.3486608232936129,-1.4815995956221484,-0.3815132727810002,-0.453138517163839
4h,18,long_only,0.04,0.09977147169723441,-0.04831499348490054,-0.5460516397709345,182,0.5205240174672489,1.1114453162570437,0.6417332519000194,-0.311995909686953,-1.7191598480296508,-0.42031690872211314,-0.48744841090336555
4h,18,long_only,0.06,0.2121720521892941,0.04552869990808395,-0.5880322385684705,151,0.52,1.479593405374306,0.9827586027391726,-0.3172772872105395,-2.018663020493109,-0.4726898683159456,-0.5337562022973437
4h,20,ls,0.0,-0.11672241026090596,-0.34877510992479743,-0.7179999488667035,486,0.9963318777292577,0.4508091097813741,0.16192664037761206,-0.48942304290884686,-1.0717473583068404,-0.4395301153749588,-0.513935823595048
4h,20,ls,0.02,0.004845856274684348,-0.24422959015435564,-0.6781501622599836,394,0.9963318777292577,0.534041675390499,0.23795885984614418,-0.45730704071298967,-0.8841561656300104,-0.3895028063052315,-0.48324752270878313
4h,20,ls,0.04,-0.02432415599527589,-0.2708177342407646,-0.6768521860089531,322,0.9961572052401747,0.4619868784232534,0.17172217286065194,-0.47885077693049116,-0.8424579245554029,-0.37768330868143596,-0.4965861872322497
4h,20,ls,0.06,0.027108591808980374,-0.22357220938251565,-0.7291375455817968,282,0.9961572052401747,0.6467095946354177,0.3490571201413024,-0.5048696805675055,-1.0142815950932174,-0.42446633354104624,-0.5549980636573417
4h,20,long_only,0.0,0.3206272801719954,0.14398448789625506,-0.530743495889884,243,0.5175545851528385,1.3822604173071165,0.8814736798939884,-0.3292456729898683,-1.550186595994521,-0.3919742273722827,-0.47127969853751295
4h,20,long_only,0.02,0.4086281724907304,0.2306815862399858,-0.49301467198641613,197,0.5180786026200873,1.432063904644878,0.9392917393855893,-0.3202957633366226,-1.407258876100862,-0.3653963654638731,-0.4383259351450186
4h,20,long_only,0.04,0.3939863258592703,0.2153803188091843,-0.49196855073208334,161,0.5193013100436681,1.3987612393376692,0.8971879928781195,-0.33238450950516163,-1.3730480350230043,-0.3593780250709874,-0.43299923115501704
4h,20,long_only,0.06,0.42813477149418744,0.25122176613865843,-0.5331145071018616,141,0.5275109170305677,1.5175932320075736,1.03185165872479,-0.3344926009084297,-1.4962380739172358,-0.38419630155287154,-0.45826769057942607
4h,22,ls,0.0,-0.18457496095128098,-0.40088987080985616,-0.7979111382481472,498,0.9959825327510917,0.5812300861050502,0.283222088747638,-0.5553870589040372,-1.4723561036734094,-0.533120467264679,-0.594564659725365
4h,22,ls,0.02,-0.0007085943035395366,-0.24950545246814038,-0.732809729671636,366,0.9959825327510917,0.5435419337854858,0.24690352591630482,-0.5440150507450214,-0.9145729405710176,-0.3981133809206735,-0.5878343126798997
4h,22,ls,0.04,0.32017517254113004,0.1115600352983579,-0.6416576113114079,290,0.9958078602620087,0.831744633898117,0.5530218357798693,-0.4928717885967072,-0.5338144902048962,-0.28425987987466017,-0.5200759293208179
4h,22,ls,0.06,0.38329491082279943,0.20098889721859137,-0.6171406475744659,244,0.9958078602620087,0.9947194295301676,0.7582022810230504,-0.43644633638804364,-0.6365033357673022,-0.3169222277883891,-0.562493556221381
4h,22,long_only,0.0,0.26624315295171563,0.09308992757568957,-0.5862184370830688,249,0.5215720524017468,1.4530134762336788,0.9698684582377379,-0.3250652624071494,-1.8551619966694455,-0.44509496408020266,-0.5097281090013756
4h,22,long_only,0.02,0.4062248837907298,0.22763206372430722,-0.5399815767776648,183,0.519650655021834,1.442141367279025,0.9459183788335492,-0.3534214879507648,-1.4524520341262277,-0.3691245855542066,-0.4359044015013991
4h,22,long_only,0.04,0.6271249913934553,0.4758497299664377,-0.4757691721806465,145,0.5233187772925764,1.6225634008566365,1.1474891294052552,-0.32457855209892783,-1.1405608978463628,-0.31275566904723784,-0.39502143548741564
4h,22,long_only,0.06,0.6690799398411964,0.5312549697351128,-0.4495414476070233,122,0.5250655021834061,1.7267589323905337,1.2814676012166673,-0.2680050729033391,-1.2146014964651295,-0.3288289656541573,-0.41499922399527134
4h,24,ls,0.0,0.11788288965889453,-0.13168799233888817,-0.7628204642488239,448,0.9956331877729258,0.8815868551220721,0.6131432310205578,-0.5636295492982957,-1.1615555742412025,-0.461726652064384,-0.6001834644074879
4h,24,ls,0.02,0.13503349230340272,-0.11341899542749578,-0.7344166951789732,330,0.9956331877729258,0.7750975747639256,0.48728048822427983,-0.555429232651182,-0.9371179134030889,-0.4038911882512324,-0.5951333374387355
4h,24,ls,0.04,0.06564394959063598,-0.18565778141254785,-0.7623542632211397,270,0.9956331877729258,0.697967827453476,0.4025385298942816,-0.5904084173009765,-0.9943987171108999,-0.4193797879842669,-0.5955642516986512
4h,24,ls,0.06,0.022019812622785257,-0.22807188511884235,-0.7326536940618473,230,0.9956331877729258,0.6080681701156334,0.30969797313328296,-0.5460775845272821,-0.9602425347548542,-0.410606009388238,-0.5737826144209761
4h,24,long_only,0.0,0.47804331435321434,0.304585639192376,-0.5664998179485465,224,0.5205240174672489,1.6449149482491487,1.1870365390647,-0.3053135012536421,-1.642457325640046,-0.40349161255884336,-0.4782820392322157
4h,24,long_only,0.02,0.49319561277058627,0.32004504556830304,-0.5413566068651658,165,0.5226200873362445,1.5804440056290132,1.1029193992628472,-0.3229723854837254,-1.4674792961297378,-0.3722797716208096,-0.4397288760779521
4h,24,long_only,0.04,0.44388510810730564,0.26659815316621516,-0.5694865106361713,135,0.5182532751091703,1.5325606883298286,1.0441095995803704,-0.3434092429076616,-1.5154564357382683,-0.38036680937938205,-0.44867743486375955
4h,24,long_only,0.06,0.41429952248216645,0.23533050557411617,-0.5465575984313807,115,0.5210480349344978,1.4781867772244532,0.977910771103953,-0.3203047557221981,-1.4963825473244186,-0.37543668621379367,-0.4441219224798999
4h,26,ls,0.0,-0.48265644917422057,-0.5836426626219304,-0.8127592397459571,472,0.9952838427947598,0.17182349303226482,-0.060663306400009054,-0.551375671133826,-1.5870331998473077,-0.5567538879138354,-0.6344414805671906
4h,26,ls,0.02,-0.32661565488820116,-0.49617314642069266,-0.7808429547792439,338,0.9952838427947598,0.19111058691783603,-0.04678893845419707,-0.5779172084273743,-1.1993872515847896,-0.4714425021859676,-0.5455893722808471
4h,26,ls,0.04,-0.12715847655933749,-0.35693719454653705,-0.7107521595243658,264,0.9952838427947598,0.1651704601129438,-0.06546914746365495,-0.5806010876044374,-0.6191640522322984,-0.31188702469461305,-0.5211853729773444
4h,26,ls,0.06,-0.03296411216837729,-0.27834475684628135,-0.678169666944826,214,0.9951091703056768,0.23163264657218433,-0.016955973044675887,-0.5508027587902022,-0.47740557386696203,-0.2658973317921265,-0.46513153950341135
4h,26,long_only,0.0,0.04502838059561572,-0.08798964410557863,-0.6087985117747299,236,0.5175545851528385,1.159553558408586,0.6811358731142569,-0.2973514493456665,-2.031996091155507,-0.4575034829249429,-0.5232654637920436
4h,26,long_only,0.02,0.16031092665679259,0.0020548986541106817,-0.5773342277752518,169,0.5208733624454148,1.1628219514026485,0.690694430725445,-0.3121197072845061,-1.7322759646403665,-0.40731164636051276,-0.4771468199270801
