tf,n,mode,band,sharpe_full,ret_full,dd_full,trades,expo,sharpe_is,ret_is,dd_is,sharpe_oos,ret_oos,dd_oos
4h,26,long_only,0.04,0.3072585806016277,0.13127566546228175,-0.5036214633894794,132,0.5208733624454148,1.148644321930239,0.6752688582067767,-0.3135723800445972,-1.239081239107153,-0.32471993380619835,-0.3973231017710044
4h,26,long_only,0.06,0.3730980432917784,0.1945642803755192,-0.4898726036365807,107,0.5234934497816593,1.193456414696845,0.7132755322993642,-0.37063771796157563,-1.1223303181378328,-0.30275997184626136,-0.3703875874090873
4h,28,ls,0.0,-0.37437773638872696,-0.5249844304545246,-0.7953832661979654,454,0.9949344978165939,-0.1577788447521406,-0.26962070132276716,-0.6905126599940725,-0.7434087446642188,-0.3496316634305465,-0.4391255814002434
4h,28,ls,0.02,0.05352530523064241,-0.19791158780884677,-0.7241072855409976,306,0.9949344978165939,0.1666134547584559,-0.0646527450806672,-0.6376139942452586,-0.1355645099198593,-0.1424699137430756,-0.38915272453503214
4h,28,ls,0.04,-0.03622343471714511,-0.28128713223206037,-0.7437139478688097,242,0.9949344978165939,0.42870567748827254,0.14221029772697857,-0.5925816718153238,-0.8160880639590721,-0.3707701031953653,-0.48955929480401206
4h,28,ls,0.06,0.2947501162113264,0.07753543813691466,-0.6054377501941897,196,0.9949344978165939,0.7144113781155168,0.4199496986765572,-0.4432270349421642,-0.40441039049685595,-0.24114534540117005,-0.4411963755858963
4h,28,long_only,0.0,0.1223727065826328,-0.02678168247209667,-0.5818426581554683,227,0.519825327510917,0.9225138267876403,0.47973183256447594,-0.43977431413702284,-1.3718437762834554,-0.3423008844506321,-0.42005539948295345
4h,28,long_only,0.02,0.44517017779670925,0.2653101013954833,-0.5248402651896296,153,0.5175545851528385,1.1563110427668497,0.673853037569154,-0.4137481705023126,-0.8916314496416917,-0.24407336068582108,-0.36561809249038835
4h,28,long_only,0.04,0.3771908937955512,0.19745235878232847,-0.5488033045308321,121,0.5243668122270743,1.3504127630676128,0.8504983344753938,-0.39153633517865805,-1.4364985835837116,-0.352902763286302,-0.41933546135466304
4h,28,long_only,0.06,0.6205576968993143,0.46266175611313587,-0.4403554550988772,98,0.5205240174672489,1.5344276969598407,1.0572247118617226,-0.29535396689005955,-1.1097242209645564,-0.28901215910950406,-0.3759766230123103
4h,30,ls,0.0,-0.6283339401733761,-0.6516959614648298,-0.7781411627043168,444,0.994585152838428,-0.41418348317960796,-0.39899532586810715,-0.6179876782405,-0.9965376404606963,-0.42046367769390347,-0.48492191158134745
4h,30,ls,0.02,0.05103578049846982,-0.20022840496298266,-0.6139816969399392,292,0.994585152838428,0.1949716985551287,-0.04400111237412152,-0.48041904135878566,-0.18937558794074322,-0.16341786022035476,-0.465120929580617
4h,30,ls,0.04,0.015530922769328423,-0.23395597574657367,-0.6077036376391911,228,0.994585152838428,-0.14820586148493442,-0.2636102224803003,-0.5657536385363218,0.29014018032955813,0.040269769677692135,-0.4172692620089121
4h,30,ls,0.06,0.36125921593874727,0.16865013156348208,-0.5759889427987148,172,0.994585152838428,0.038308990914176555,-0.15140062903285412,-0.5759889427987148,0.9083547437681827,0.3771517768526913,-0.37607368686994536
4h,30,long_only,0.0,-0.06598788944054337,-0.16473157859435583,-0.5802322069091136,222,0.5213973799126638,0.7408494195189524,0.34500411743203085,-0.3862675182146288,-1.5828066388701036,-0.3789844874226893,-0.44961343455010216
4h,30,long_only,0.02,0.4425500310966989,0.26350219864024127,-0.445703788407835,146,0.5193013100436681,1.1851925884308834,0.696378720889063,-0.31510668282062837,-0.9032833714881258,-0.2551768168973234,-0.36516971052091474
4h,30,long_only,0.04,0.41920983512026383,0.23888532051786715,-0.4302598783489432,114,0.5205240174672489,0.9421656864568638,0.49072156835894165,-0.34127871222799266,-0.5265977872661147,-0.16893580477158454,-0.30975428352862155
4h,30,long_only,0.06,0.6822291820402749,0.531652597937389,-0.37722815606767146,86,0.5241921397379913,1.0843014359071452,0.601739238982967,-0.35650640095534925,-0.03149747685202987,-0.04375658617821143,-0.2879566686818392
4h,32,ls,0.0,-0.33449379138942437,-0.5010761259312483,-0.671935333014939,418,0.994235807860262,-0.6922464803292159,-0.513669020185612,-0.6466192397129045,0.2598160628936198,0.025893670724351336,-0.40130927065323363
4h,32,ls,0.02,-0.19732040999191114,-0.40979366879738244,-0.7013561962216117,296,0.994235807860262,-0.6053455457572715,-0.4804087738951266,-0.6604794004933943,0.4837978686609232,0.13590511453996146,-0.2941725683342049
4h,32,ls,0.04,-0.03844562490255706,-0.2830742697996118,-0.6647961273060548,212,0.994235807860262,-0.4401209112788438,-0.4106852224718186,-0.6345659464749467,0.6351267311850208,0.21654123999308927,-0.29961662272425127
4h,32,ls,0.06,-0.12482907631832088,-0.3548595945794438,-0.664073293444271,178,0.994235807860262,-0.3878843970254167,-0.386642711401489,-0.5949240146830319,0.31450002343057937,0.051818275274223335,-0.25888941599835535
4h,32,long_only,0.0,0.15072270133827792,-0.003646212187041309,-0.48324453424750036,209,0.5179039301310043,0.539462082112898,0.2086127487019902,-0.362840765144241,-0.541524718774351,-0.17562197744231234,-0.3106536443662
4h,32,long_only,0.02,0.25768000799223945,0.08727368544068437,-0.4393859765029857,148,0.52,0.6075702839729767,0.25066514223980296,-0.32619006372924464,-0.3767059081154559,-0.13064364815229534,-0.2526756876480605
4h,32,long_only,0.04,0.3738799882852636,0.1940526635591533,-0.4272828062716777,106,0.520174672489083,0.7195642502323756,0.32834807105271135,-0.38676784905863293,-0.2514071994087148,-0.10109956149304422,-0.2576308247946313
4h,32,long_only,0.06,0.31084400608417306,0.13450758636987525,-0.4633198888964488,89,0.5114410480349345,0.7647750165818529,0.35728637681953956,-0.39174522793998945,-0.5092489128414729,-0.16413543542055598,-0.29634688440673607
4h,34,ls,0.0,-0.5390257399375898,-0.6114992487069449,-0.7856073195814748,390,0.993886462882096,-0.6611567903361781,-0.5020282226924058,-0.7038922360561453,-0.34244298025893205,-0.21983379581553197,-0.36161732534185875
4h,34,ls,0.02,-0.2094126415187925,-0.41824256855595454,-0.7429077264742414,274,0.993886462882096,-0.6368215463829928,-0.49271281775300957,-0.6937495159243887,0.505033448271052,0.14680096758446437,-0.3322886665953444
4h,34,ls,0.04,0.008453763636740252,-0.24073929017164886,-0.6852432824426499,206,0.993886462882096,-0.30914302092978113,-0.3488995635408244,-0.6291456749875665,0.5418965499171752,0.16611918424962946,-0.32552292689847606
4h,34,ls,0.06,-0.18344533713196187,-0.39944572745077844,-0.6871918284605578,172,0.993886462882096,-0.4686282728726278,-0.42331504900577954,-0.6472499194065866,0.29244658443667804,0.0413905747216885,-0.3729227170417122
4h,34,long_only,0.0,0.00012995764322275388,-0.1154120393899859,-0.5316480759784092,195,0.5158078602620088,0.5694805962740934,0.22714140546799477,-0.3939782017257384,-1.0562300937276974,-0.2791474913417532,-0.35705294351225436
4h,34,long_only,0.02,0.25289739069129735,0.08328427595832943,-0.4971109081704609,137,0.5109170305676856,0.586829089997247,0.2382932549625265,-0.40899606770395114,-0.3686405684047026,-0.1251795391624645,-0.27436851367124226
4h,34,long_only,0.04,0.4185835084551288,0.23668728470804545,-0.45978366926687975,103,0.5137117903930131,0.8281312399956233,0.4025578423101954,-0.3691643083363243,-0.3355822235017136,-0.11826289982375426,-0.2998836003959854
4h,34,long_only,0.06,0.2734849477356843,0.10128811374377866,-0.48955771695124706,86,0.5121397379912663,0.7148885093415286,0.32140429408464866,-0.4277944553119243,-0.543247353841869,-0.16657746711300836,-0.362931612680762
4h,36,ls,0.0,-0.490351955680975,-0.5874446669496289,-0.8011720391053107,378,0.9935371179039302,-0.6657529672438058,-0.5037149188144243,-0.7029248822496036,-0.20359422288450402,-0.16871300651468146,-0.38202440905613055
4h,36,ls,0.02,-0.13083328072383732,-0.3596721669997317,-0.7227254697674723,250,0.9935371179039302,-0.14977802510566962,-0.2647564002511581,-0.5804985150047124,-0.10102971844356591,-0.12909431211777878,-0.37746765478087796
4h,36,ls,0.04,-0.12379169330291248,-0.35407541907143947,-0.6722286519870417,190,0.9935371179039302,0.01538932891916999,-0.166098249552725,-0.5745351208056431,-0.3588413425006488,-0.22541884510721655,-0.3701949632304765
4h,36,ls,0.06,0.04198381594620143,-0.209014880022785,-0.5690461177871902,157,0.9935371179039302,-0.016103139119714355,-0.18598748279689237,-0.5374218157675557,0.14003865036138272,-0.028288750773778237,-0.32949385962091415
4h,36,long_only,0.0,0.03413584642236774,-0.09078872711891861,-0.5610473326192946,189,0.5177292576419213,0.5614672927047673,0.22196114832905578,-0.4416976034959197,-0.9429276857561365,-0.2559409322265558,-0.37384718868814815
4h,36,long_only,0.02,0.30797958641108386,0.13198784554108878,-0.5277016099722278,125,0.5116157205240175,0.9409976659597343,0.48645167472135475,-0.3686127356954668,-0.8579718308792955,-0.2384630696095169,-0.38960067319662617
