symbol,笔数,胜率,期望R,总R,多/空,止损宽度,币价涨跌,日均成交额,年化波动,rule
BNTUSDT,7,0.14285714285714285,-0.7946595326604852,-5.5626167286233965,4/3,0.1187984265109071,-0.5824442289039768,2526440.66745,0.8392767414797341,A 密集突破
BOMEUSDT,4,0.25,-0.006160982904742929,-0.024643931618971715,3/1,0.21963499948225557,-0.9619967329681944,37562816.4982405,1.307288362735259,A 密集突破
BSVUSDT,9,0.4444444444444444,0.35136969964438425,3.1623272967994582,4/5,0.13094286667802382,-0.7243636363636363,5391179.2285,0.9294581712448093,A 密集突破
C98USDT,6,0.3333333333333333,0.325319214578511,1.951915287471066,3/3,0.17461330202564523,-0.9129861982434128,8643650.043699998,1.0340867379459555,A 密集突破
CAKEUSDT,10,0.2,-0.21285657634728042,-2.128565763472804,4/6,0.12417330324578496,-0.08784604564925513,17855764.4903,0.9883729574463703,A 密集突破
CELOUSDT,9,0.3333333333333333,0.01611908168163378,0.14507173513470403,4/5,0.18034608024391038,-0.8747708333333333,19703711.08915,0.9525043504868691,A 密集突破
CELRUSDT,8,0.25,-0.008901539296814254,-0.07121231437451403,6/2,0.15017962427648296,-0.7924843423799582,5135933.90803,0.9479899647531008,A 密集突破
CFXUSDT,10,0.7,1.5017581375498041,15.017581375498041,6/4,0.2058367013357833,-0.8687404229236899,36254900.46523,1.2789576943767922,A 密集突破
CHRUSDT,7,0.2857142857142857,0.13421994315604685,0.9395396020923279,6/1,0.15358575727181537,-0.8734463276836159,7895830.827199999,0.9867897633834918,A 密集突破
CHZUSDT,8,0.375,0.4891515330873808,3.9132122646990464,7/1,0.13066250443523664,-0.8757911392405063,23834080.98032,0.8655338410513977,A 密集突破
CKBUSDT,4,0.5,0.7657427391113485,3.062970956445394,2/2,0.16214153454287847,-0.8447977422389463,5686566.66447,1.13059448560217,A 密集突破
COMPUSDT,11,0.36363636363636365,-0.05141450177520883,-0.5655595195272971,6/5,0.1646985423401962,-0.488261421319797,16433391.868250001,0.9050015670262898,A 密集突破
COTIUSDT,15,0.3333333333333333,0.32438248065133796,4.865737209770069,7/8,0.14743464371862575,-0.7940971550222566,9108185.824275,1.209269926479031,A 密集突破
CRVUSDT,11,0.2727272727272727,0.08287856451318386,0.9116642096450225,7/4,0.16883647676892874,-0.547438330170778,87579971.91119999,1.0029087036498416,A 密集突破
CTSIUSDT,10,0.4,0.6335177056619392,6.335177056619392,5/5,0.16114598545449263,-0.7607992388201713,6296502.524,1.1231659326834504,A 密集突破
CYBERUSDT,6,0.6666666666666666,1.5392508319261526,9.235504991556915,2/4,0.1988240394786363,-0.9394521668029436,8440424.78865,1.256292342533432,A 密集突破
DASHUSDT,12,0.25,-0.2192620914709101,-2.631145097650921,6/6,0.10542280608728272,-0.2856127044323299,12021984.316545,1.0061113041982235,A 密集突破
DODOXUSDT,5,0.0,-1.0070748027047576,-5.035374013523788,3/2,0.19185241431114156,-0.8255113192818111,2867753.12542,1.1183303835274154,A 密集突破
DOTUSDT,9,0.6666666666666666,1.093320709049181,9.839886381442629,4/5,0.15215624999999994,-0.8249370277078085,125685186.4425,0.7895402977534877,A 密集突破
DUSKUSDT,6,0.16666666666666666,-0.3420070914219256,-2.0520425485315537,3/3,0.17509447859785854,-0.25085574572127134,7930316.352645,1.2253632485020522,A 密集突破
DYMUSDT,1,0.0,-1.0067976390484423,-1.0067976390484423,1/0,0.1912428698752229,-0.9974646658523818,8815154.51315,1.3285865957514036,A 密集突破
EDUUSDT,9,0.0,-1.0097367428412836,-9.087630685571552,5/4,0.13340119195137798,-0.9700919455682236,8419913.1231,1.138625909660472,A 密集突破
EGLDUSDT,12,0.5833333333333334,0.6846955704070653,8.216346844884784,4/8,0.15756174516047433,-0.9193499392466585,11835760.86425,0.8295783828423049,A 密集突破
ENJUSDT,7,0.42857142857142855,0.7060851932424094,4.9425963526968655,4/3,0.17220582810770946,-0.899135446685879,9804782.32978,1.0054826304367588,A 密集突破
ENSUSDT,11,0.36363636363636365,0.26869901902777377,2.9556892093055116,5/6,0.15396105170214847,-0.6274437815511702,24375467.0234,1.0053384825369789,A 密集突破
ETCUSDT,8,0.375,0.20313745280140033,1.6250996224112026,3/5,0.14768651449815712,-0.6064254483239339,87404013.73361,0.7322228510551164,A 密集突破
ETHFIUSDT,5,0.2,-0.20720309662195277,-1.0360154831097639,4/1,0.19144881149559073,-0.8560858424087123,60625017.055095,1.309956606441644,A 密集突破
ETHWUSDT,4,0.25,-0.006692013483140802,-0.026768053932563207,3/1,0.18825448338428064,-0.9212579885637403,2712976.8242,1.0882647183390397,A 密集突破
FILUSDT,8,0.625,0.5153750033475721,4.123000026780577,4/4,0.17721788069774574,-0.7808757244043786,133843054.38069999,1.0174735850358523,A 密集突破
FLOWUSDT,8,0.375,0.1496602775110375,1.1972822200883,2/6,0.1965512422501419,-0.9531354642313546,17081761.4157,0.9189415593278097,A 密集突破
GALAUSDT,3,0.3333333333333333,0.32552231135401133,0.976566934062034,2/1,0.16544077134986224,-0.9005334914048607,76961026.458125,1.0845588484491624,A 密集突破
GASUSDT,6,0.3333333333333333,0.3209083075876317,1.9254498455257902,4/2,0.10885957854624712,-0.674547983310153,6941888.3947,1.0751485588095657,A 密集突破
GLMUSDT,6,0.3333333333333333,0.3202783920760181,1.9216703524561085,2/4,0.09784506834595177,-0.7607965321051205,5992039.08473,0.986845176644462,A 密集突破
GMTUSDT,7,0.2857142857142857,0.1351126539742688,0.9457885778198816,4/3,0.16924000000000006,-0.9737962577962578,32067472.988585003,1.004153601449041,A 密集突破
GMXUSDT,12,0.3333333333333333,-0.0686718037635648,-0.8240616451627776,5/7,0.16520788350005944,-0.9191072731695451,7226720.70358,0.8765097739841516,A 密集突破
GRTUSDT,6,0.3333333333333333,0.32487407492253745,1.9492444495352246,4/2,0.1570061745252103,-0.7605384342897626,22045720.50172,0.9833987274914805,A 密集突破
GTCUSDT,7,0.42857142857142855,0.820570835122896,5.743995845860272,4/3,0.17513463718820854,-0.9353307984790874,7414217.7919,1.0707750766063577,A 密集突破
HBARUSDT,12,0.3333333333333333,0.09218668396024236,1.1062402075229083,6/6,0.14584104289318756,0.733421052631579,39491297.60261,1.021643124309312,A 密集突破
HOTUSDT,9,0.3333333333333333,0.005326671069249488,0.04794003962324539,4/5,0.1482857142857143,-0.775974930362117,6349641.8343345,0.8714105933934195,A 密集突破
ICPUSDT,8,0.125,-0.4037007885536006,-3.2296063084288047,5/3,0.1443324305752498,-0.4413741598207618,33109393.505999997,0.9681858619702127,A 密集突破
ICXUSDT,10,0.3,0.09232404464300106,0.9232404464300106,6/4,0.1570253607680886,-0.8710084033613446,5339279.2743,0.84825574787872,A 密集突破
IDUSDT,6,0.5,0.9922930225635677,5.953758135381406,3/3,0.16578122939282022,-0.9443057132046916,10811840.7676,1.1563587884326674,A 密集突破
ILVUSDT,4,0.25,-0.00681674072159677,-0.02726696288638708,3/1,0.1912423495185237,-0.9666909924937448,4841921.4938,1.0038365905462245,A 密集突破
IMXUSDT,9,0.5555555555555556,1.214767475656734,10.932907280910605,4/5,0.17535657686212347,-0.7184415584415584,19939483.21195,1.0343576869984779,A 密集突破
INJUSDT,7,0.14285714285714285,-0.4361748719490013,-3.053224103643009,5/2,0.17616019091309285,2.357704402515723,88406066.5939,1.080894868333633,A 密集突破
IOSTUSDT,9,0.4444444444444444,0.6570480877564007,5.913432789807606,4/5,0.17552625863802407,-0.9203059604560543,5315967.501429,0.7979502443181374,A 密集突破
IOTAUSDT,10,0.2,-0.20994286014121027,-2.099428601412103,6/4,0.18353756173356178,-0.8070971495055265,10346102.55603,0.8855798238321786,A 密集突破
IOTXUSDT,8,0.375,0.45393039107503885,3.631443128600311,5/3,0.17231649562819817,-0.8723285114325712,6641321.989275,0.9837922175497147,A 密集突破
IOUSDT,1,1.0,2.9946444121180993,2.9946444121180993,0/1,0.24273712404073217,-0.9734277484397503,15965563.63802,1.2438890797951758,A 密集突破
JASMYUSDT,12,0.3333333333333333,0.1307192796212285,1.568631355454742,7/5,0.1782970264423192,0.19756468797564675,20746292.62714,1.1513545292685654,A 密集突破
JOEUSDT,4,0.0,-1.0081227373442727,-4.032490949377091,3/1,0.15303488867765566,-0.9517085862966175,4622546.44095,1.0563353448108488,A 密集突破
JTOUSDT,6,0.16666666666666666,-0.3422732318128059,-2.0536393908768353,3/3,0.1797199248296307,-0.8409090909090909,37514560.4741,1.2304115880579058,A 密集突破
JUPUSDT,6,0.16666666666666666,-0.6648623808386681,-3.989174285032009,4/2,0.12388531423104793,-0.7443053250867401,43678568.8191,1.0710357586829784,A 密集突破
KASUSDT,10,0.3,-0.23713601319666378,-2.3713601319666378,4/6,0.1224485660838153,-0.8150759613287781,15219831.829935,0.8950236611717215,A 密集突破
KAVAUSDT,8,0.125,-0.511877491118137,-4.095019928945096,4/4,0.18575396693072893,-0.9241932475284462,13721311.33103,0.8324140005087265,A 密集突破
KNCUSDT,13,0.23076923076923078,-0.39560580428544934,-5.142875455710842,7/6,0.14598277769596332,-0.7815991237677985,6669821.777000001,0.9473071670411056,A 密集突破
KSMUSDT,7,0.42857142857142855,0.7062470167752812,4.943729117426969,4/3,0.1542193162895484,-0.871969696969697,7739786.69335,1.055655729866574,A 密集突破
LINKUSDT,10,0.4,0.457968492972655,4.57968492972655,5/5,0.1298549751413883,0.5936722360469249,225446827.94814998,0.8261046222920815,A 密集突破
LISTAUSDT,5,0.2,-0.13746813566991473,-0.6873406783495737,2/3,0.18874999999999995,-0.9168277092314553,8468342.68055,1.3069000968981928,A 密集突破
LPTUSDT,8,0.5,0.5630567825139035,4.504454260111228,4/4,0.16198795998796994,-0.7382667539838463,14307597.89325,1.3404826685548894,A 密集突破
LQTYUSDT,5,0.0,-1.0071287368113155,-5.035643684056578,3/2,0.20810917900647563,-0.9076748796374965,9116477.6461,1.0994632901524855,A 密集突破
LSKUSDT,6,0.5,0.5737066173600701,3.442239704160421,2/4,0.19542383139982827,-0.938716744913928,2897453.614,0.9980043629765202,A 密集突破
LTCUSDT,9,0.2222222222222222,-0.584189408871215,-5.257704679840934,5/4,0.09162900515672982,-0.3817720090293454,196246848.8887,0.701481237927232,A 密集突破
LUNA2USDT,5,0.2,-0.3431135320465435,-1.7155676602327175,3/2,0.19548746144562149,-0.96685651868612,12396483.87555,1.10145573995932,A 密集突破
MAGICUSDT,5,0.4,0.4073505444722173,2.0367527223610864,3/2,0.20288655006964867,-0.965798826349285,15105708.184235,1.2492491927893619,A 密集突破
MANAUSDT,7,0.2857142857142857,-0.4845885163385298,-3.3921196143697085,2/5,0.1625882821048443,-0.7854298041818786,22261242.23365,0.8750161010091967,A 密集突破
MANTAUSDT,1,0.0,-1.0090839198700596,-1.0090839198700596,0/1,0.1431100250327812,-0.973829924451815,12548348.3528,1.1062236775447154,A 密集突破
MASKUSDT,11,0.7272727272727273,1.5758425703423347,17.33426827376568,5/6,0.1767586732301923,-0.8329035339063993,28389534.233999997,0.9690760194063506,A 密集突破
MAVUSDT,3,0.3333333333333333,0.32679395975245634,0.9803818792573691,2/1,0.19104731281580165,-0.9780338821283703,6982483.7389,1.1485347005575581,A 密集突破
METISUSDT,5,0.4,0.2337971620957548,1.168985810478774,2/3,0.2016887104393008,-0.9818665450676395,4181075.51203,1.0905848148973658,A 密集突破
MINAUSDT,8,0.5,0.45681439237400867,3.6545151389920694,3/5,0.20155759009701374,-0.9548540315106581,12032968.6148,0.9893453429340218,A 密集突破
MOVRUSDT,4,0.25,-0.3940866336556213,-1.5763465346224852,2/2,0.17210585949983542,-0.9737762237762237,4408645.84946,1.3051930383328554,A 密集突破
MTLUSDT,10,0.1,-0.6115888606187865,-6.115888606187864,7/3,0.1174686214251137,-0.7314640844052609,7187870.49945,0.8164687599328915,A 密集突破
NEARUSDT,11,0.2727272727272727,-0.34168671630365777,-3.7585538793402353,4/7,0.1625272547076312,0.2864992150706436,130158330.935,1.0047060238705119,A 密集突破
NEOUSDT,7,0.2857142857142857,-0.01819802415851208,-0.12738616910958456,2/5,0.1401292108906322,-0.7353677621283254,17564110.23089,0.8930103287654175,A 密集突破
NMRUSDT,6,0.5,0.36678948212952456,2.2007368927771473,3/3,0.13908672840884956,-0.40259067357512957,5541810.9095,1.2292222676766886,A 密集突破
NOTUSDT,1,1.0,2.993389226366335,2.993389226366335,0/1,0.19664869378976685,-0.9496358098265131,18764756.7313206,1.2778937140430398,A 密集突破
OGNUSDT,11,0.36363636363636365,0.0712325223439133,0.7835577457830463,5/6,0.19240083992260534,-0.8105263157894738,6900237.927100001,1.010534541199536,A 密集突破
ONDOUSDT,8,0.375,0.12931252257938206,1.0345001806350564,6/2,0.14744568961552956,0.5852713178294573,102723677.61706999,1.082867757886039,A 密集突破
ONEUSDT,9,0.3333333333333333,0.1489432770505569,1.3404894934550122,6/3,0.1531058020477816,-0.9272549019607843,7519904.047745001,1.0143281586704975,A 密集突破
ONGUSDT,5,0.2,-0.2102395574450185,-1.0511977872250924,3/2,0.12789416429081096,-0.895757436015679,3035121.184685,0.9176630831044224,A 密集突破
ONTUSDT,9,0.4444444444444444,0.43321537237299634,3.898938351356967,3/6,0.12876021143680916,-0.7657963446475196,8841368.42188,0.9604802022214176,A 密集突破
ORDIUSDT,4,0.0,-1.006270201133913,-4.025080804535652,2/2,0.21103299167894268,-0.7469026548672566,99792216.16780001,1.6598993240564541,A 密集突破
PEOPLEUSDT,7,0.0,-1.0064237533924278,-7.044966273746995,5/2,0.21660862198795192,-0.6244938271604938,27241667.645165,1.3445193909906537,A 密集突破
POLYXUSDT,7,0.0,-1.0084700400981708,-7.059290280687196,2/5,0.14798221825971744,-0.8637352245862884,6608783.3762,1.0940993158501693,A 密集突破
POWRUSDT,6,0.3333333333333333,0.2309207189814758,1.3855243138888547,3/3,0.1351435025541561,-0.8460297239915074,3714778.5928,0.946976818240493,A 密集突破
PYTHUSDT,6,0.16666666666666666,-0.29016226669470174,-1.7409736001682103,4/2,0.20756391303534838,-0.906887573964497,22511674.9475,1.2231749438466046,A 密集突破
QNTUSDT,13,0.46153846153846156,0.6100684247674821,7.930889521977267,6/7,0.1095459101407591,-0.44972543078962324,7655134.0225,0.7335775268707179,A 密集突破
QTUMUSDT,11,0.18181818181818182,-0.1952887962189493,-2.148176758408442,5/6,0.11015827338129497,-0.6353567625133121,8339795.3081,0.8349057563982167,A 密集突破
REZUSDT,1,1.0,1.0257554567019675,1.0257554567019675,0/1,0.24855514948002755,-0.9829231730168645,11561570.984,1.2929414992836281,A 密集突破
RIFUSDT,7,0.2857142857142857,0.1328874924266207,0.9302124469863449,5/2,0.14121533865835448,-0.3231041605193271,3766138.83077,1.3124839005076792,A 密集突破
RLCUSDT,7,0.14285714285714285,-0.43851497827803343,-3.069604847946234,5/2,0.13086474501108644,-0.7642533549876058,6105359.48274,0.9741871256857135,A 密集突破
RONINUSDT,5,0.2,-0.2073128949788888,-1.036564474894444,2/3,0.1880722542069229,-0.9818955732122588,4205443.33284,0.9449850504870034,A 密集突破
ROSEUSDT,10,0.4,0.379373203992897,3.79373203992897,3/7,0.17229098670549636,-0.846867816091954,13843874.269895,1.0062249075148988,A 密集突破
RSRUSDT,8,0.25,-0.007562432454768397,-0.06049945963814718,4/4,0.16765497036187924,-0.6008374040474529,11616534.43246,1.397888802088287,A 密集突破
RUNEUSDT,7,0.2857142857142857,0.13440310172143732,0.9408217120500613,4/3,0.14833680555555545,-0.6741835147744946,29204258.4295,1.0244625528066467,A 密集突破
RVNUSDT,10,0.4,0.42270758694607735,4.227075869460774,2/8,0.14445620035267726,-0.8612064482579304,5741632.68352,0.8879861980294301,A 密集突破
SAGAUSDT,1,1.0,2.992692838967648,2.992692838967648,0/1,0.17790767087851947,-0.9979834161509618,15547645.81126,1.4162073126413897,A 密集突破
SANDUSDT,8,0.375,0.49334336894074404,3.9467469515259523,5/3,0.19940075062746598,-0.8968315301391035,38596802.489549994,0.9774214464647918,A 密集突破
SFPUSDT,14,0.0,-1.0189643859413435,-14.265501403178808,8/6,0.07528602446590199,-0.4166457128488811,4867222.714500001,0.6905369411321515,A 密集突破
SKLUSDT,8,0.5,0.8967075312111475,7.17366024968918,4/4,0.1929588524823199,-0.828900883218842,6814725.86498,1.152061388515099,A 密集突破
SNXUSDT,8,0.5,0.9901656981890992,7.921325585512793,4/4,0.14893604826485973,-0.8658536585365854,18350810.55085,1.1075955450132893,A 密集突破
SPELLUSDT,9,0.2222222222222222,-0.18134061772706542,-1.6320655595435887,5/4,0.15987469863830575,-0.8528252299605782,5680024.26243515,1.0726099040512345,A 密集突破
SSVUSDT,11,0.18181818181818182,-0.45545908100004573,-5.010049891000503,8/3,0.21668385076564717,-0.9447694334650857,13422241.37275,1.1221850390408752,A 密集突破
STEEMUSDT,6,0.16666666666666666,-0.3444581783841684,-2.0667490703050104,3/3,0.11366649264036323,-0.8765371024734983,2558387.481,0.857537466961097,A 密集突破
STGUSDT,12,0.3333333333333333,0.3239338078371789,3.8872056940461466,5/7,0.14645698649807048,-0.6053576360121513,9012769.146650001,1.1523058142285325,A 密集突破
STORJUSDT,7,0.14285714285714285,-0.43868841219265836,-3.0708188853486087,5/2,0.13866530022094056,-0.8271961492178099,11271318.34685,1.0275723464043365,A 密集突破
STRKUSDT,1,1.0,2.9934490977187607,2.9934490977187607,1/0,0.198445945945946,-0.9882698096841676,25901800.18164,1.1113366156801938,A 密集突破
STXUSDT,4,0.0,-1.0076209190686187,-4.030483676274475,2/2,0.17848732411375107,-0.8120960295475531,39599501.6815,1.0283379611323051,A 密集突破
SUPERUSDT,3,0.6666666666666666,1.6591799464656152,4.9775398393968455,0/3,0.16912091164718074,-0.7981835564053537,9751264.9038,1.1383971382347604,A 密集突破
SUSHIUSDT,9,0.4444444444444444,0.460093004442315,4.140837039980835,5/4,0.1898220958160369,-0.832731137088204,19299799.8635,1.054472978621452,A 密集突破
THETAUSDT,8,0.375,0.4905140573793596,3.924112459034877,7/1,0.14408048590475633,-0.8128926522807975,19781514.488315,0.932040368848401,A 密集突破
TLMUSDT,8,0.25,-0.008567937881383991,-0.06854350305107193,7/1,0.15166414045724386,-0.9200503778337531,4079996.7385050002,1.1274509196089415,A 密集突破
TNSRUSDT,3,0.6666666666666666,0.5900625665220058,1.7701876995660175,1/2,0.22634207733553902,-0.9804770531400966,8071385.70912,2.238328532492453,A 密集突破
TRBUSDT,10,0.2,-0.208062522411272,-2.08062522411272,5/5,0.1563966763015782,0.09744224422442249,30731357.900399998,1.3076623799003564,A 密集突破
TRXUSDT,8,0.375,0.34068771195092173,2.725501695607374,5/3,0.06099000277732752,5.073972602739726,64709573.33809,0.6543015078420538,A 密集突破
TURBOUSDT,3,0.3333333333333333,0.32607167090545186,0.9782150127163556,2/1,0.17938944635814505,-0.8704362139917695,29251937.0896749,1.518658408667157,A 密集突破
TUSDT,9,0.3333333333333333,0.23337588754285102,2.1003829878856592,4/5,0.12652676889965028,-0.9338180389074474,5712602.86817,0.9313596473025705,A 密集突破
TWTUSDT,9,0.4444444444444444,0.15101770994705227,1.3591593895234704,3/6,0.11706104808211788,-0.6709761885279437,4342719.52665,0.7682957360624739,A 密集突破
UMAUSDT,10,0.3,-0.15545242879769877,-1.5545242879769878,3/7,0.1583327444004395,-0.8731203739774056,7073773.718,1.0977819235000925,A 密集突破
UNIUSDT,9,0.5555555555555556,0.9483402905037848,8.535062614534063,5/4,0.17716232745063787,-0.39050886220697545,80151631.18349999,0.9827109861590178,A 密集突破
USTCUSDT,11,0.18181818181818182,-0.28090391729196856,-3.0899430902116545,8/3,0.16385565618005837,-0.8925399644760214,6527004.122724,1.1212314336517888,A 密集突破
VETUSDT,7,0.42857142857142855,0.5238187106151166,3.6667309743058167,4/3,0.13821095711694326,-0.7197630922693267,17715606.2241015,0.8371847256023207,A 密集突破
WAXPUSDT,7,0.42857142857142855,0.39928803793776296,2.7950162655643407,4/3,0.18543744182954391,-0.9415203761755486,2756773.19369,0.8165882841067194,A 密集突破
WOOUSDT,8,0.25,-0.12739917219894872,-1.0191933775915898,4/4,0.1647075829967516,-0.9163273453093812,8896104.26265,1.038661123125021,A 密集突破
WUSDT,2,0.0,-1.0069461623378337,-2.0138923246756675,2/0,0.19200661430853544,-0.993720397249809,20005368.229354,1.1266110427393947,A 密集突破
XAIUSDT,1,0.0,-1.006247713226205,-1.006247713226205,1/0,0.20807613168724268,-0.9889593739593739,14158409.84946,1.2072303324270621,A 密集突破
XLMUSDT,12,0.08333333333333333,-0.6810560655209986,-8.172672786251983,4/8,0.09682718841315807,1.180024831011174,47133555.544945,0.9106363792966862,A 密集突破
XMRUSDT,14,0.2857142857142857,0.01745369600841053,0.2443517441177474,10/4,0.08319642908421908,1.6957429610669537,24981197.324249998,0.6656852884948,A 密集突破
XTZUSDT,10,0.4,0.4028996346299393,4.028996346299393,5/5,0.13749745551754156,-0.7271210013908205,13882193.4532,0.8189090340098261,A 密集突破
XVGUSDT,11,0.09090909090909091,-0.6481716207938732,-7.129887828732606,6/5,0.14743942731277537,-0.715386695511087,5691604.919854,1.3176457981129641,A 密集突破
XVSUSDT,5,0.0,-0.8158899925093277,-4.079449962546638,0/5,0.1548182723714037,-0.6227869788692175,4111885.7236,0.9432694201304147,A 密集突破
YFIUSDT,8,0.625,0.9348454170109224,7.478763336087379,3/5,0.13717518798624068,-0.6253164556962025,8523553.6325,0.7855735649712923,A 密集突破
