tf,n,mode,band,sharpe_full,ret_full,dd_full,trades,expo,sharpe_is,ret_is,dd_is,sharpe_oos,ret_oos,dd_oos
1h,16,long_only,0.02,-0.7169163081353228,-0.5244253000424671,-0.6330551141423808,945,0.5149967256057629,0.19460817894524807,0.00884979297301669,-0.29857412168047115,-2.334700240014633,-0.5285971179554425,-0.5751763620701288
1h,16,long_only,0.04,-0.6187016010943827,-0.48479557640652216,-0.5991414649436609,804,0.5150840427854181,0.17181334269225748,-0.003915489122875537,-0.3181177249457374,-2.029576007992901,-0.4827703694139275,-0.5348752045176188
1h,16,long_only,0.06,-0.5167398467270982,-0.43861130492030675,-0.5736799641439956,714,0.5145601397074875,0.2655513267518228,0.047709055763046626,-0.29115889271159845,-1.8920261702768344,-0.46417500928172195,-0.515161349675799
1h,18,ls,0.0,-1.7068218136315738,-0.9118222689264414,-0.9180689015084347,2152,0.9991704867932766,-1.202856416726845,-0.6769530446174864,-0.7058354526207214,-2.561466783152449,-0.7270436089727279,-0.7560436673210316
1h,18,ls,0.02,-1.4069039204327138,-0.8717162524348985,-0.8808040507658839,1738,0.9991704867932766,-0.9869322317039523,-0.6181910641747019,-0.6469947037165558,-2.1192751038318614,-0.6640106201605535,-0.6993729049619497
1h,18,ls,0.04,-1.1023325241876567,-0.812237238918051,-0.8255386129359545,1442,0.9991704867932766,-0.5130135875574476,-0.4488497832613707,-0.4971324161449554,-2.0902090058034313,-0.6593256150872716,-0.6962334087645824
1h,18,ls,0.06,-0.9801321812031717,-0.7812151027187801,-0.8126645261443354,1258,0.9991704867932766,-0.518297207396049,-0.4510392993760812,-0.5105242127689147,-1.755962855427083,-0.6014561752188052,-0.670910297127882
1h,18,long_only,0.0,-0.8465878839349835,-0.5746437441276508,-0.6785165037943184,1076,0.5163064833005894,0.1753253775364952,-0.000962410362021493,-0.30035195810533577,-2.614562386004409,-0.5742339825006141,-0.6214122205857467
1h,18,long_only,0.02,-0.6235707038721464,-0.4874279502329173,-0.6483412616643469,869,0.5162628247107618,0.3322420020340506,0.08594099396289456,-0.28287109858369697,-2.2607770571054875,-0.5279927246354592,-0.5800559967567062
1h,18,long_only,0.04,-0.3994041822482292,-0.38009680734482854,-0.5957681125908734,721,0.5137306265007641,0.6758083817685298,0.30415185654698185,-0.255475815421189,-2.241558742147849,-0.5246694703970312,-0.5778333015971059
1h,18,long_only,0.06,-0.3085041117487228,-0.3315731542580742,-0.5659805997878107,629,0.5160008731717965,0.6680483390454546,0.300019838168996,-0.2673771417968489,-1.993544307417345,-0.4858333495253626,-0.5472504767473665
1h,20,ls,0.0,-1.631363350122512,-0.903126153939981,-0.9154018576975547,2104,0.9990831696136214,-1.319496922096622,-0.7049301241344139,-0.7551186324647211,-2.168209461973756,-0.6716918466317825,-0.7040490394810632
1h,20,ls,0.02,-1.0427825695534259,-0.7977414477620334,-0.84379669239081,1610,0.9990831696136214,-0.7755028215012416,-0.5501675425358941,-0.6317672653375774,-1.4982721353379058,-0.5503691454854445,-0.6330031661477189
1h,20,ls,0.04,-0.9624341418034593,-0.7762194053218309,-0.8445054584588274,1328,0.9990831696136214,-0.8038348611862611,-0.5598417704811472,-0.6435369881756698,-1.2375881297415465,-0.4915905697758107,-0.6203142774724495
1h,20,ls,0.06,-0.9389857306010158,-0.7694270275460136,-0.8493964416254846,1136,0.9990831696136214,-0.6922991468925231,-0.5198684860357474,-0.5970332834012562,-1.3589563851461792,-0.5197712173686799,-0.6729374296282
1h,20,long_only,0.0,-0.7901988318811782,-0.5539595368971373,-0.6413129738020678,1052,0.5193625845885178,0.09127257691923969,-0.04442105334025481,-0.3159202393319376,-2.30821654788265,-0.5332248950628234,-0.5844449340221914
